NO,MODE,DEVICE,ACTUAL,REFER,MEASURE,LIMIT_DOWN,PRESENT_DOWN,LIMIT_UP,PRESENT_UP,FILENAME
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102833.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102912.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103230.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103020.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103407.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103315.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103141.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103448.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103621.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103531.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103706.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103855.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103812.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517103942.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104026.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104108.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104335.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104609.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104254.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104841.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104710.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104752.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104509.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104947.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517104423.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211055.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517105100.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211227.CSV"
597,R.,R715,039.0 o,39.0 o,39.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211143.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211652.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211351.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,48.8 o,25,"EC16004-32,-34,-38_20220519081953.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211734.CSV"
597,R.,R715,039.0 o,39.0 o,39.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211852.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211307.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212123.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525211949.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212306.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212215.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212442.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212531.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212617.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212800.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212038.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212354.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525213101.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525213016.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525213449.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212716.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525212842.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525215305.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525215349.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525215439.CSV"
597,R.,R715,039.0 o,39.0 o,40.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525213729.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525213643.CSV"
597,R.,R715,039.0 o,39.0 o,40.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525213826.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525215858.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220239.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220323.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220153.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220450.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525215521.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220408.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220625.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220715.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525221248.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220541.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525222035.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220802.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525220941.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525222721.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525221724.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525222442.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525221026.CSV"
597,R.,R715,039.0 o,39.0 o,39.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525222131.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525223034.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525222819.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525222950.CSV"
597,R.,R715,039.0 o,39.0 o,39.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225157.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225520.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225432.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525222902.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225350.CSV"
597,R.,R715,039.0 o,39.0 o,40.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225613.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225242.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525230609.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225655.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525225738.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525230522.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525230723.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525230430.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525231147.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525231252.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525231043.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525231443.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232117.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525230857.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525231943.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525230806.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232032.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525231359.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232245.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232415.CSV"
597,R.,R715,039.0 o,39.0 o,39.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232458.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232814.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232550.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232858.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232332.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233541.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525232945.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233130.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233404.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233457.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233709.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233839.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233940.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233305.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526003550.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526003346.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220525233214.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526003635.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526003907.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526003954.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526004139.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526004045.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526004456.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526003736.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526004901.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005035.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526004946.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005126.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526004328.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005301.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005524.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005214.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005657.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005607.CSV"
597,R.,R715,039.0 o,39.0 o,40.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005743.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005916.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526010057.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005356.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526005828.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526010824.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526010546.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526011120.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526011246.CSV"
597,R.,R715,039.0 o,39.0 o,39.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526010432.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526011202.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526011838.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526011924.CSV"
597,R.,R715,039.0 o,39.0 o,39.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526011752.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012110.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012013.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012210.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012303.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012348.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012432.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012616.CSV"
597,R.,R715,039.0 o,39.0 o,39.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012750.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012523.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526012707.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526013008.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526013147.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526013054.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526014435.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526014520.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526014607.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526014649.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526014927.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526014742.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526014342.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015058.CSV"
597,R.,R715,039.0 o,39.0 o,39.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015141.CSV"
597,R.,R715,039.0 o,39.0 o,40.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015359.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015314.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015013.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015446.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015624.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015802.CSV"
597,R.,R715,039.0 o,39.0 o,39.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015227.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015537.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526020312.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526015713.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526020700.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526020511.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526021339.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526020851.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526020608.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526021600.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526021703.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526021838.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526021749.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526021924.CSV"
597,R.,R715,039.0 o,39.0 o,40.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526021252.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526023015.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526022057.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526022009.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526022925.CSV"
597,R.,R715,039.0 o,39.0 o,40.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526023103.CSV"
597,R.,R715,039.0 o,39.0 o,39.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526023147.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220604231415.CSV"
597,R.,R715,039.0 o,39.0 o,39.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526023340.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220604232530.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220604231716.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220526022455.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220604232613.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220604231809.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220604232443.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004118.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004339.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004638.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004543.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004901.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004942.CSV"
